0: El calor excesivo en el interior del vehiculo puede aumentar el riesgo en la conduccion?, 1: Si porque favorece la aparicion de fatiga al volante.@, 2: No siempre que el conductor lleve ropas ligeras., 3: No solamente si se conduce con las ventanillas abiertas.
77: Debe facilitar el paso a una ambulancia que utiliza la senal luminosa pero no la senal acustica?, 1: No porque no circula en servicio urgente., 2: Si porque esta advirtiendo que circula en servicio urgente.@, 3: No porque si no utiliza la senal acustica se debe a que tiene suficiente espacio para pasar.
78: Por donde se debe circular en un cambio de rasante de reducida visibilidad?, 1: Dejando completamente libre la mitad de la calzada que corresponda a los que pueden circular en sentido contrario.@, 2: Por la izquierda aunque se invada parte del centro de la calzada., 3: Por donde mas convenga a mi destino.
79: Si conduciendo le sorprende una lluvia torrencial..., 1: Debe estacionar en un lugar permitido y seguro manteniendo encendidas las luces de posicion.@, 2: Debe acelerar para pasar la tormenta., 3: Debe parar en todo caso aunque sea en la calzada.
80: En el arcen de esta autovia que le esta permitido?, 1: Parar para hablar por telefono movil., 2: Inmovilizar el vehiculo por emergencia o averia.@, 3: Adelantar por la derecha
81: Esta permitido circular utilizando solamente el alumbrado de posicion del vehiculo entre la puesta y la salida del sol?, 1: No debe utilizarse ademas el alumbrado de cruce o el de carretera.@, 2: Si en vias de poblado suficientemente iluminadas., 3: Si en cualquier via suficientemente iluminada.
82: Que vehiculos son los mas afectados por el viento lateral?, 1: Los camiones., 2: Las motocicletas y los ciclomotores.@, 3: Los turismos.
83: En los vehiculos no destinados exclusivamente al transporte de mercancias puede sobresalir una carga indivisible por la parte posterior?, 1: No., 2: Si hasta un 10 por ciento de la longitud del vehiculo., 3: Si hasta un 15 por ciento de la longitud del vehiculo.@
84: Al cargar combustible es obligatorio..., 1: parar el motor y apagar las luces del vehiculo.@, 2: parar el motor y encender la senal de emergencia., 3: parar el motor y subir las ventanillas del vehiculo.
85: Una motocicleta puede utilizar normalmente un carril VAO?, 1: Si.@, 2: No solo pueden utilizarlo turismos., 3: Si pero siempre que en dicho carril no exista trafico.
86: Cual es la edad minima para viajar como acompanante en una motocicleta conducida por alguien distinto a los padres o al tutor del menor o por una persona mayor de edad autorizada?, 1: 7 anos., 2: 12 anos.@, 3: 14 anos.
87: Si mientras conducimos tenemos una fuerte discusion y nos alteramos es recomendable..., 1: Acelerar y procurar llegar lo antes posible a nuestro destino., 2: Parar en lugar permitido y no continuar la marcha hasta sentirnos mas tranquilos.@, 3: Tomar un medicamento relajante.
88: Cuando esta prohibido adelantar en los tuneles?, 1: Cuando solo existe un carril para cada sentido.@, 2: Cuando existe mas de un carril para cada sentido., 3: Cuando el tunel no esta iluminado.
89: Al cruzar un arcen por el que circulan peatones en una zona en la que no existe zona peatonal que debe hacer?, 1: Ceder el paso a los peatones pues tienen preferencia.@, 2: Avisar a los peatones de su presencia con senales acusticas., 3: Continuar circulando ya que tiene preferencia de paso.
90: Este vehiculo esta inmovilizado por averia. Su conductor debe advertir de su presencia a los demas usuarios de la via?, 1: No solo estan obligados los conductores de camiones y autobuses., 2: Fuera de poblado si es obligatorio siendo opcional en vias urbanas., 3: Si y se emplearan los triangulos de presenalizacion de peligro.@
91: Cual es la sancion por no tener el seguro obligatorio del vehiculo?, 1: Una multa pero sin inmovilizacion del vehiculo., 2: Una multa y ademas se podra inmovilizar el vehiculo.@, 3: La inmovilizacion del vehiculo pero no supone sancion economica.
92: Que debe tener especialmente en cuenta para dejar con el vehiculo de delante una distancia que le permita en caso de frenada brusca detenerse con seguridad?, 1: La velocidad de circulacion unicamente., 2: La velocidad y las condiciones de adherencia y frenado., 3: Las condiciones climatologicas y el tipo de vehiculo que nos sigue.
93: Todo peaton que circule por el arcen de una via fuera de poblado entre el ocaso y la salida del sol debe ir provisto de un elemento luminoso o retrorreflectante?, 1: No si circula lo mas proximo posible al borde de la calzada., 2: Si para hacerse visible a una distancia minima de 150 metros por los conductores que se le aproximen.@, 3: Si pero solamente debe llevarlo puesto cuando existan condiciones meteorologicas que disminuyan
94: En un semaforo se apaga la luz verde y se enciende la luz amarilla fija; puede pasar?, 1: Si en todo caso., 2: Si porque todavia no ha cambiado la luz a rojo., 3: No excepto si no puede detenerse en condiciones de seguridad suficiente.@
95: Para girar a la izquierda en una via en la que no hay marca que separe los dos sentidos de circulacion donde debe situarse?, 1: Obligatoriamente en el arcen para realizar la maniobra desde alli., 2: En el centro de la calzada invadiendo parte del sentido contrario si es preciso., 3: Junto al eje de la calzada sin invadir el sentido contrario.@
96: En un carril bus puede un turismo realizar una parada?, 1: Solo cuando no obstaculice la circulacion de autobuses., 2: Si en todo caso., 3: No.@
97: El uso adecuado del casco implica que la correa de sujecion..., 1: no debe abrocharse.@, 2: debe llevarse correctamente abrochada para que el casco cumpla eficazmente su funcion., 3: puede llevarse desabrochada en via urbana.
98: Que sistemas de seguridad pueden perder eficacia si no se lleva abrochado el cinturon de seguridad?, 1: Los frenos y el ABS., 2: La suspension y los amortiguadores.@, 3: Los airbag y los reposacabezas.
99: Una marca longitudinal formada por dos lineas continuas adosadas..., 1: Tiene el mismo significado que una marca longitudinal continua.@, 2: Indica que circulamos por un carril reversible., 3: Indica que circulamos por un carril adicional circunstancial.
